"chromosome"	"V1"	"V2"
"10143"	"1"	2622012	2622088
"10146"	"1"	2622110	2622490
"10150"	"1"	2622490	2623221
"10154"	"1"	2623233	2623961
"10158"	"1"	2623973	2624878
"10162"	"1"	2624875	2625555
"10166"	"1"	2625828	2626802
"10170"	"1"	2626818	2628617
"10174"	"1"	2628815	2629294
"10178"	"1"	2629291	2630247
"10182"	"1"	2630247	2630897
"10186"	"1"	2630930	2631505
"10190"	"1"	2631913	2633535
"10194"	"1"	2633520	2634257
"10198"	"1"	2634389	2635723
"10202"	"1"	2635932	2636813
"10206"	"1"	2636916	2637503
"10210"	"1"	2637559	2637942
"10214"	"1"	2638247	2638936
"10218"	"1"	2638984	2640021
"10222"	"1"	2640228	2640647
"10226"	"1"	2640716	2641414
"10230"	"1"	2641446	2644106
"10234"	"1"	2644220	2645575
"10238"	"1"	2645672	2645944
"10242"	"1"	2645941	2647239
"10246"	"1"	2647560	2647679
"10249"	"1"	2647562	2647677
"10252"	"1"	2647772	2650677
"10258"	"1"	2648286	2648393
"10261"	"1"	2650685	2650784
"10264"	"1"	2650862	2650937
"10267"	"1"	2650865	2650937
"10270"	"1"	2651023	2652564
"10273"	"1"	2651025	2652559
"10276"	"1"	2653008	2655581
"10280"	"1"	2655711	2656442
"10284"	"1"	2656439	2657419
"10288"	"1"	2657554	2658291
"10292"	"1"	2658562	2658903
"10296"	"1"	2659007	2659054
"10300"	"1"	2659152	2660312
"10304"	"1"	2660355	2661476
"10308"	"1"	2661487	2662557
"10312"	"1"	2662767	2663132
"10316"	"1"	2663282	2663800
"10320"	"1"	2663790	2665016
"10324"	"1"	2665032	2665514
"10328"	"1"	2665590	2665937
"10332"	"1"	2665979	2666746
"10336"	"1"	2666777	2667325
"10340"	"1"	2667344	2667592
"10344"	"1"	2667729	2669090
"10348"	"1"	2669182	2670048
"10352"	"1"	2670159	2671355
"10356"	"1"	2671410	2672003
"10360"	"1"	2672126	2673004
"10364"	"1"	2673090	2674751
"10368"	"1"	2675089	2675241
"10372"	"1"	2675303	2675593
"10376"	"1"	2675583	2676059
"10380"	"1"	2676191	2676673
"10384"	"1"	2676888	2677250
"10387"	"1"	2677417	2678646
"10391"	"1"	2677417	2682264
"10392"	"1"	2678929	2680485
"10396"	"1"	2680475	2681371
"10400"	"1"	2681368	2682264
"10404"	"1"	2682608	2683375
"10405"	"1"	2682663	2682938
"10409"	"1"	2682857	2683360
"10413"	"1"	2683666	2684643
"10417"	"1"	2684662	2685930
"10421"	"1"	2685953	2687401
"10425"	"1"	2687415	2688695
"10429"	"1"	2689006	2690406
"10433"	"1"	2690427	2691089
"10437"	"1"	2691090	2691539
"10441"	"1"	2691623	2691781
"10445"	"1"	2691964	2692263
"10449"	"1"	2692273	2692797
"10453"	"1"	2692844	2693248
"10457"	"1"	2693916	2694365
"10461"	"1"	2694402	2694746
"10465"	"1"	2694886	2695227
"10469"	"1"	2695475	2695720
"10473"	"1"	2695717	2696127
"10477"	"1"	2696100	2698244
"10481"	"1"	2698254	2699213
"10485"	"1"	2699567	2700769
"10489"	"1"	2700762	2701826
"10493"	"1"	2701884	2702876
"10497"	"1"	2703168	2704352
"10501"	"1"	2704476	2705213
"10505"	"1"	2705203	2705538
"10509"	"1"	2705629	2706159
"10513"	"1"	2706286	2707458
"10517"	"1"	2707475	2709013
"10521"	"1"	2709077	2709592
"10525"	"1"	2709661	2709732
"10528"	"1"	2709742	2711298
"10532"	"1"	2711371	2711799
"10536"	"1"	2711796	2712362
"10540"	"1"	2712643	2712719
"10543"	"1"	2712646	2712719
"10546"	"1"	2712918	2712994
"10549"	"1"	2712921	2712994
"10552"	"1"	2713057	2713133
"10555"	"1"	2713060	2713133
"10558"	"1"	2713332	2713408
"10561"	"1"	2713335	2713408
"10564"	"1"	2713412	2713504
"10567"	"1"	2713415	2713504
"10570"	"1"	2713820	2714005
"10574"	"1"	2714240	2716870
"10578"	"1"	2716998	2717498
"10582"	"1"	2717567	2718628
"10586"	"1"	2718708	2719205
"10590"	"1"	2719350	2720435
"10594"	"1"	2720691	2721254
"10598"	"1"	2721251	2722210
"10602"	"1"	2722221	2722592
"10606"	"1"	2722596	2723375
"10610"	"1"	2723481	2723840
"10614"	"1"	2723907	2724680
"10618"	"1"	2724673	2725638
"10622"	"1"	2725635	2727149
"10626"	"1"	2727336	2728775
"10630"	"1"	2728772	2729905
"10634"	"1"	2730033	2732285
"10638"	"1"	2732438	2732965
"10642"	"1"	2733114	2734127
"10646"	"1"	2734384	2735841
"10650"	"1"	2735850	2737274
"10654"	"1"	2737433	2737903
"10658"	"1"	2737896	2738306
"10662"	"1"	2738303	2739070
"10666"	"1"	2739070	2739612
"10670"	"1"	2739622	2741331
"10674"	"1"	2741349	2742272
"10678"	"1"	2742275	2744101
"10682"	"1"	2744098	2744709
"10686"	"1"	2744834	2745295
"10690"	"1"	2745507	2745857
"10694"	"1"	2745861	2746733
"10698"	"1"	2746724	2746996
"10702"	"1"	2746996	2748117
"10706"	"1"	2748156	2749124
"10710"	"1"	2749198	2751276
"10714"	"1"	2751313	2751666
"10718"	"1"	2751953	2754514
"10722"	"1"	2754620	2755276
"10726"	"1"	2755327	2756124
"10730"	"1"	2756290	2757198
"10734"	"1"	2757195	2758457
"10738"	"1"	2758454	2759092
"10742"	"1"	2759097	2759873
"10746"	"1"	2759962	2761326
"10750"	"1"	2761420	2762412
"10754"	"1"	2762475	2763614
"10758"	"1"	2763754	2764380
"10762"	"1"	2764374	2765135
"10766"	"1"	2765116	2766165
"10770"	"1"	2766162	2766641
"10774"	"1"	2766641	2767351
"10778"	"1"	2767370	2767681
"10782"	"1"	2767875	2768198
"10786"	"1"	2768248	2768853
"10790"	"1"	2768853	2770280
"10794"	"1"	2770282	2771190
"10798"	"1"	2771442	2772479
"10802"	"1"	2772854	2774196
"10803"	"1"	2772911	2774023
"10807"	"1"	2774435	2775877
"10808"	"1"	2774461	2775312
"10812"	"1"	2775309	2775830
"10816"	"1"	2775801	2775956
"10819"	"1"	2776079	2776813
"10823"	"1"	2776887	2778599
"10827"	"1"	2778599	2780398
"10831"	"1"	2780714	2781079
"10835"	"1"	2781157	2782428
"10839"	"1"	2782419	2782679
"10843"	"1"	2782696	2783271
"10847"	"1"	2783419	2784279
"10851"	"1"	2784276	2785055
"10855"	"1"	2785033	2786370
"10859"	"1"	2786464	2787918
"10863"	"1"	2787988	2788773
"10867"	"1"	2789092	2790369
"10871"	"1"	2790396	2791874
"10875"	"1"	2792509	2793357
"10879"	"1"	2793675	2794346
"10883"	"1"	2794639	2795511
"10887"	"1"	2795571	2796869
"10891"	"1"	2796957	2798594
"10895"	"1"	2798822	2799613
"10899"	"1"	2799684	2800019
"10903"	"1"	2800019	2800267
"10907"	"1"	2800345	2802579
"10911"	"1"	2802627	2803928
"10915"	"1"	2803985	2806741
"10919"	"1"	2806974	2808314
"10923"	"1"	2808335	2809675
"10927"	"1"	2809677	2811029
"10931"	"1"	2811464	2811913
"10935"	"1"	2811931	2812713
"10939"	"1"	2812713	2813042
"10943"	"1"	2813085	2813444
"10946"	"1"	2813664	2814209
"10950"	"1"	2814277	2815125
"10954"	"1"	2815237	2816601
"10958"	"1"	2817158	2818447
"10962"	"1"	2818505	2819872
"10966"	"1"	2819894	2820739
"10970"	"1"	2820794	2821945
"10974"	"1"	2822187	2822954
"10975"	"1"	2822202	2822705
"10979"	"1"	2822624	2822899
"10983"	"1"	2823527	2824471
"10987"	"1"	2824590	2826218
"10991"	"1"	2826223	2827296
"10995"	"1"	2827247	2828230
"10999"	"1"	2828234	2829733
"11003"	"1"	2830203	2831978
"11007"	"1"	2832057	2833505
"11011"	"1"	2833507	2833929
"11015"	"1"	2833987	2834718
"11019"	"1"	2834762	2835862
"11023"	"1"	2835855	2836250
"11027"	"1"	2836269	2837186
"11031"	"1"	2837315	2837520
"11034"	"1"	2837537	2837764
"11038"	"1"	2837956	2839161
"11042"	"1"	2839161	2839604
"11046"	"1"	2839655	2840461
"11050"	"1"	2840700	2841797
"11054"	"1"	2842006	2842079
"11057"	"1"	2842006	2842082
"11060"	"1"	2842116	2842189
"11063"	"1"	2842116	2842192
"11066"	"1"	2842226	2842299
"11069"	"1"	2842226	2842302
"11072"	"1"	2842376	2843629
"11076"	"1"	2843861	2845192
"11080"	"1"	2845254	2847080
"11084"	"1"	2847080	2850622
"11088"	"1"	2850615	2853503
"11092"	"1"	2853679	2857047
"11096"	"1"	2857060	2857383
"11100"	"1"	2857368	2857775
"11104"	"1"	2857772	2858335
"11108"	"1"	2858326	2858796
"11112"	"1"	2858981	2859775
"11116"	"1"	2859782	2860657
"11120"	"1"	2860808	2863054
"11124"	"1"	2863067	2863597
"11128"	"1"	2864282	2864971
"11132"	"1"	2865040	2865753
"11136"	"1"	2865891	2866109
"11140"	"1"	2866217	2867257
"11144"	"1"	2867289	2868482
"11148"	"1"	2868475	2870634
"11152"	"1"	2870722	2870809
"11155"	"1"	2870925	2871006
"11158"	"1"	2871220	2872251
"11162"	"1"	2872258	2873520
"11166"	"1"	2873642	2874577
"11170"	"1"	2874564	2875256
"11174"	"1"	2875385	2876803
"11178"	"1"	2877118	2877879
"11182"	"1"	2877909	2878745
"11186"	"1"	2879032	2880213
"11190"	"1"	2880469	2881698
"11194"	"1"	2882158	2882727
"11198"	"1"	2882712	2883966
"11199"	"1"	2882765	2883073
"11203"	"1"	2883130	2883936
"11207"	"1"	2883950	2884501
"11211"	"1"	2884739	2884812
"11214"	"1"	2884742	2884812
"11217"	"1"	2884891	2885646
"11221"	"1"	2886100	2888358
"11225"	"1"	2888369	2889247
"11229"	"1"	2889244	2889723
"11233"	"1"	2889763	2891541
"11237"	"1"	2892017	2893207
"11241"	"1"	2893265	2894461
"11245"	"1"	2894519	2895730
"11249"	"1"	2895783	2897168
"11253"	"1"	2897216	2898148
"11257"	"1"	2898369	2899994
"11261"	"1"	2900042	2900812
"11265"	"1"	2900915	2901493
"11269"	"1"	2901814	2904912
"11273"	"1"	2904915	2906243
"11277"	"1"	2906294	2907073
"11281"	"1"	2907070	2909940
"11285"	"1"	2910105	2911505
"11289"	"1"	2911520	2912839
"11293"	"1"	2912875	2914242
"11297"	"1"	2914278	2914610
"11301"	"1"	2914766	2916685
"11305"	"1"	2917121	2918569
"11309"	"1"	2918819	2919367
"11313"	"1"	2919410	2920927
"11317"	"1"	2920937	2922035
"11319"	"1"	2920937	2921959
"11321"	"1"	2921961	2922035
"11323"	"1"	2922126	2923859
"11327"	"1"	2923865	2924575
"11331"	"1"	2924600	2925496
"11335"	"1"	2925608	2926129
"11339"	"1"	2926169	2926576
"11343"	"1"	2926557	2926823
"11347"	"1"	2927066	2928046
"11351"	"1"	2928242	2928901
"11355"	"1"	2929065	2929376
"11359"	"1"	2929415	2930854
"11363"	"1"	2930911	2931654
"11367"	"1"	2931920	2934793
"11371"	"1"	2934912	2935301
"11375"	"1"	2935325	2936419
"11379"	"1"	2936866	2938068
"11383"	"1"	2938091	2939269
"11387"	"1"	2939266	2940591
"11391"	"1"	2940617	2941195
"11395"	"1"	2941363	2941692
"11399"	"1"	2941734	2941917
"11402"	"1"	2941992	2942540
"11406"	"1"	2942566	2942716
"11409"	"1"	2942929	2944161
"11413"	"1"	2944417	2945076
"11417"	"1"	2945132	2945362
"11421"	"1"	2945504	2946397
"11425"	"1"	2946601	2948745
"11429"	"1"	2948738	2949733
"11433"	"1"	2949744	2950529
"11437"	"1"	2950553	2952031
"11441"	"1"	2952028	2952924
"11445"	"1"	2953091	2953831
"11449"	"1"	2953924	2954559
"11453"	"1"	2954698	2955558
"11457"	"1"	2955916	2956995
"11461"	"1"	2957210	2958373
"11465"	"1"	2958423	2959442
"11469"	"1"	2959727	2960440
"11473"	"1"	2960437	2960946
"11477"	"1"	2960968	2961933
"11481"	"1"	2961930	2963207
"11485"	"1"	2963222	2964610
"11489"	"1"	2964665	2965081
"11493"	"1"	2965395	2967386
"11497"	"1"	2967664	2968422
"11501"	"1"	2968628	2969548
"11505"	"1"	2969686	2971662
"11509"	"1"	2971671	2971817
"11513"	"1"	2971938	2972153
"11517"	"1"	2972150	2972401
"11521"	"1"	2972457	2973611
"11525"	"1"	2974035	2975429
"11529"	"1"	2975506	2976003
"11533"	"1"	2976098	2976805
"11537"	"1"	2976885	2977616
"11541"	"1"	2977629	2978579
"11545"	"1"	2978688	2979251
"11549"	"1"	2979251	2979667
"11553"	"1"	2979851	2980831
"11557"	"1"	2980849	2981553
"11561"	"1"	2981571	2982137
"11565"	"1"	2982134	2982424
"11569"	"1"	2982432	2983025
"11573"	"1"	2983018	2984154
"11577"	"1"	2984219	2985226
"11581"	"1"	2985343	2986389
"11585"	"1"	2986565	2987284
"11589"	"1"	2987468	2987794
"11593"	"1"	2987794	2988513
"11597"	"1"	2988674	2989726
"11601"	"1"	2989754	2990029
"11605"	"1"	2990094	2991173
"11609"	"1"	2991375	2992631
"11613"	"1"	2992680	2994815
"11617"	"1"	2995208	2995915
"11621"	"1"	2996021	2996093
"11624"	"1"	2996021	2996096
"11627"	"1"	2996359	3011029
"11628"	"1"	2996369	2997253
"11632"	"1"	2997333	2998235
"11636"	"1"	2999309	2999545
"11639"	"1"	2999564	3002410
"11643"	"1"	3002531	3005047
"11647"	"1"	3005124	3005579
"11651"	"1"	3005991	3006809
"11655"	"1"	3006918	3007829
"11659"	"1"	3007395	3007841
"11663"	"1"	3007904	3008125
"11667"	"1"	3008144	3009205
"11671"	"1"	3009295	3009669
"11675"	"1"	3009666	3010154
"11679"	"1"	3010166	3010363
"11683"	"1"	3010460	3011029
"11687"	"1"	3011267	3011560
"11691"	"1"	3012134	3012289
"11695"	"1"	3012317	3013336
"11699"	"1"	3013420	3014556
"11703"	"1"	3014580	3016256
"11707"	"1"	3016266	3017006
"11711"	"1"	3017003	3019030
"11715"	"1"	3019065	3020297
"11719"	"1"	3020551	3021483
"11723"	"1"	3021545	3022684
"11727"	"1"	3023258	3023722
"11731"	"1"	3023945	3024712
"11732"	"1"	3023960	3024463
"11736"	"1"	3024382	3024657
"11740"	"1"	3024686	3025408
"11744"	"1"	3025426	3026802
"11748"	"1"	3027011	3027670
"11752"	"1"	3027685	3028461
"11756"	"1"	3029522	3030058
"11760"	"1"	3031235	3032170
"11764"	"1"	3032209	3032772
"11768"	"1"	3032811	3033182
"11772"	"1"	3033179	3033742
"11776"	"1"	3033746	3034201
"11780"	"1"	3034218	3035441
"11784"	"1"	3035441	3036934
"11788"	"1"	3036934	3038994
"11792"	"1"	3039024	3039854
"11796"	"1"	3040001	3040411
"11800"	"1"	3040477	3041286
"11804"	"1"	3041450	3046003
"11808"	"1"	3046489	3048171
"11812"	"1"	3048250	3048471
"11815"	"1"	3048526	3050697
"11819"	"1"	3050719	3051123
"11823"	"1"	3051128	3052351
"11827"	"1"	3052362	3053414
"11831"	"1"	3053414	3054913
"11835"	"1"	3055164	3055928
"11839"	"1"	3055935	3057077
"11843"	"1"	3057445	3059175
"11847"	"1"	3059172	3060086
"11851"	"1"	3060118	3060366
"11855"	"1"	3060366	3061538
"11859"	"1"	3061573	3062733
"11863"	"1"	3062649	3063719
"11867"	"1"	3063750	3064310
"11871"	"1"	3064322	3065146
"11875"	"1"	3065146	3066495
"11879"	"1"	3066541	3067299
"11883"	"1"	3067331	3068044
"11887"	"1"	3068218	3068910
"11891"	"1"	3068959	3070458
"11895"	"1"	3070750	3072609
"11899"	"1"	3072814	3073680
"11903"	"1"	3073803	3074051
"11907"	"1"	3074064	3074405
"11911"	"1"	3074398	3074886
"11915"	"1"	3074879	3075373
"11919"	"1"	3075373	3077076
"11923"	"1"	3077073	3078251
"11927"	"1"	3078241	3079227
"11931"	"1"	3080619	3080906
"11935"	"1"	3081025	3081789
"11939"	"1"	3082069	3083109
"11943"	"1"	3083149	3083643
"11947"	"1"	3083834	3084718
"11951"	"1"	3084990	3085415
"11955"	"1"	3085422	3086156
"11959"	"1"	3086408	3087595
"11963"	"1"	3087735	3088394
"11967"	"1"	3088434	3089390
"11971"	"1"	3089527	3090690
"11975"	"1"	3090795	3091622
"11979"	"1"	3091822	3092748
"11983"	"1"	3092799	3093056
"11987"	"1"	3093099	3095318
"11991"	"1"	3095429	3096841
"11995"	"1"	3096916	3097653
"11999"	"1"	3097887	3100145
"12003"	"1"	3100283	3101890
"12007"	"1"	3102023	3102418
"12011"	"1"	3102420	3102716
"12015"	"1"	3102921	3103403
"12019"	"1"	3103456	3103848
"12023"	"1"	3104000	3104659
"12027"	"1"	3104656	3106005
"12031"	"1"	3106051	3106383
"12035"	"1"	3106702	3107283
"12039"	"1"	3107314	3107628
"12043"	"1"	3107676	3109568
"12047"	"1"	3109597	3110178
"12051"	"1"	3110178	3111005
"12055"	"1"	3111030	3111452
"12059"	"1"	3111453	3112082
"12063"	"1"	3112287	3113768
"12067"	"1"	3113768	3114028
"12071"	"1"	3114012	3114587
"12075"	"1"	3114593	3115753
"12079"	"1"	3115791	3116606
"12083"	"1"	3116722	3117495
"12087"	"1"	3117985	3118638
"12091"	"1"	3119012	3119302
"12095"	"1"	3119586	3120137
"12099"	"1"	3120233	3122701
"12103"	"1"	3122717	3123466
"12107"	"1"	3123468	3124532
"12111"	"1"	3124575	3124775
"12115"	"1"	3125044	3125673
"12119"	"1"	3125700	3127361
"12123"	"1"	3127585	3127734
"12126"	"1"	3127960	3128109
"12129"	"1"	3128154	3129587
"12133"	"1"	3129635	3132475
"12137"	"1"	3132498	3133799
"12141"	"1"	3134041	3134661
"12145"	"1"	3134725	3135963
"12149"	"1"	3136126	3136947
"12153"	"1"	3137038	3137406
"12157"	"1"	3137511	3138128
"12161"	"1"	3138141	3139073
"12165"	"1"	3139280	3140191
"12169"	"1"	3140188	3140793
"12173"	"1"	3140841	3142304
"12177"	"1"	3142347	3143360
"12181"	"1"	3143598	3143813
"12185"	"1"	3143924	3145669
"12189"	"1"	3145864	3147705
"12193"	"1"	3147784	3148290
"12197"	"1"	3148415	3148487
"12200"	"1"	3148415	3148490
"12203"	"1"	3148544	3149308
"12207"	"1"	3149596	3150219
"12211"	"1"	3150373	3151893
"12215"	"1"	3152284	3153690
"12219"	"1"	3153732	3154064
"12223"	"1"	3154283	3155266
"12227"	"1"	3155450	3158542
"12231"	"1"	3158539	3158988
"12235"	"1"	3159051	3160484
"12239"	"1"	3160618	3161688
"12243"	"1"	3161705	3164056
"12247"	"1"	3164482	3166500
"12251"	"1"	3166545	3166961
"12255"	"1"	3166958	3167272
"12259"	"1"	3167556	3168692
"12263"	"1"	3168777	3169280
"12267"	"1"	3169357	3170049
"12271"	"1"	3170110	3171114
"12275"	"1"	3171397	3172362
"12279"	"1"	3172978	3174222
"12283"	"1"	3174227	3174778
"12287"	"1"	3174861	3176348
"12291"	"1"	3176363	3177775
"12295"	"1"	3178138	3179556
"12299"	"1"	3179686	3180462
"12303"	"1"	3180807	3181469
"12307"	"1"	3181473	3181856
"12311"	"1"	3182003	3182371
"12315"	"1"	3182409	3182714
"12319"	"1"	3182717	3183121
"12323"	"1"	3183111	3183410
"12327"	"1"	3183596	3183988
"12331"	"1"	3184058	3185044
"12335"	"1"	3185337	3185702
"12339"	"1"	3185944	3186300
"12343"	"1"	3186351	3187247
"12347"	"1"	3187352	3188053
"12351"	"1"	3188076	3188240
"12355"	"1"	3188374	3189684
"12359"	"1"	3189712	3190980
"12363"	"1"	3191319	3192683
"12367"	"1"	3192755	3193144
"12371"	"1"	3193158	3195452
"12375"	"1"	3195486	3196706
"12379"	"1"	3196720	3198051
"12383"	"1"	3198073	3199062
"12387"	"1"	3199161	3200099
"12391"	"1"	3200414	3200632
"12395"	"1"	3200888	3201427
"12399"	"1"	3201449	3202552
"12403"	"1"	3203145	3203521
"12406"	"1"	3203554	3204780
"12410"	"1"	3204796	3205686
"12414"	"1"	3205716	3206486
"12418"	"1"	3206502	3207836
"12422"	"1"	3208211	3209782
"12426"	"1"	3209930	3210265
"12430"	"1"	3210409	3210729
"12434"	"1"	3210784	3211593
"12438"	"1"	3211842	3213122
"12442"	"1"	3213145	3213618
"12446"	"1"	3213629	3214408
"12450"	"1"	3214398	3215276
"12454"	"1"	3215294	3215728
"12458"	"1"	3215725	3216858
"12462"	"1"	3217209	3218363
"12466"	"1"	3218376	3219236
"12470"	"1"	3219403	3219879
"12474"	"1"	3219918	3220721
"12478"	"1"	3220711	3221502
"12482"	"1"	3221503	3222258
"12486"	"1"	3222659	3223243
"12490"	"1"	3223323	3224018
"12494"	"1"	3224048	3226564
"12498"	"1"	3226575	3227666
"12502"	"1"	3227709	3228569
"12506"	"1"	3228634	3230670
"12510"	"1"	3230628	3231023
"12514"	"1"	3231043	3231633
"12518"	"1"	3231643	3232218
"12522"	"1"	3232332	3233372
"12526"	"1"	3233445	3234080
"12530"	"1"	3234208	3234726
"12534"	"1"	3234706	3235149
"12538"	"1"	3235200	3235502
"12542"	"1"	3235489	3235992
"12546"	"1"	3235986	3236510
"12550"	"1"	3236719	3237714
"12554"	"1"	3237723	3238601
"12558"	"1"	3238682	3239689
"12562"	"1"	3239807	3241051
"12566"	"1"	3241205	3243094
"12570"	"1"	3243274	3244158
"12574"	"1"	3244267	3246471
"12578"	"1"	3246461	3246632
"12581"	"1"	3246649	3246918
"12585"	"1"	3247067	3248011
"12589"	"1"	3248011	3248412
"12593"	"1"	3248576	3251248
"12597"	"1"	3251273	3252760
"12601"	"1"	3252788	3253240
"12605"	"1"	3253258	3253358
"12608"	"1"	3253447	3253523
"12611"	"1"	3253450	3253523
"12614"	"1"	3253871	3255214
"12618"	"1"	3255222	3256847
"12622"	"1"	3257306	3257392
"12625"	"1"	3257309	3257392
"12628"	"1"	3257407	3257739
"12632"	"1"	3257967	3259304
"12636"	"1"	3259297	3260145
"12640"	"1"	3260235	3262169
"12644"	"1"	3262269	3262898
"12648"	"1"	3263024	3263317
"12652"	"1"	3263473	3263949
"12656"	"1"	3264045	3264166
"12659"	"1"	3264197	3265630
"12663"	"1"	3265816	3266988
"12667"	"1"	3267004	3267969
"12671"	"1"	3268096	3268353
"12675"	"1"	3268374	3268685
"12679"	"1"	3268944	3269915
"12683"	"1"	3270144	3270422
"12687"	"1"	3270470	3271729
"12691"	"1"	3271784	3272038
"12695"	"1"	3272198	3272491
"12699"	"1"	3272491	3273126
"12703"	"1"	3273145	3273696
"12707"	"1"	3273701	3274483
"12711"	"1"	3274491	3275300
"12715"	"1"	3275510	3276487
"12719"	"1"	3276501	3277487
"12723"	"1"	3277508	3278074
"12727"	"1"	3278071	3278646
"12731"	"1"	3278615	3279172
"12735"	"1"	3279179	3279904
"12739"	"1"	3279952	3281385
"12743"	"1"	3281408	3281695
"12747"	"1"	3281813	3282304
"12751"	"1"	3282350	3283204
"12755"	"1"	3283201	3283473
"12759"	"1"	3283687	3284319
"12763"	"1"	3284316	3285044
"12767"	"1"	3285041	3285694
"12771"	"1"	3285812	3285919
"12774"	"1"	3285924	3288260
"12778"	"1"	3288356	3289285
"12782"	"1"	3289867	3294420
"12786"	"1"	3294433	3295851
"12790"	"1"	3296035	3296514
"12794"	"1"	3296495	3296836
"12798"	"1"	3296912	3297376
"12802"	"1"	3297373	3298248
"12806"	"1"	3298245	3298934
"12810"	"1"	3298982	3300472
"12814"	"1"	3300581	3301474
"12818"	"1"	3301596	3302387
"12822"	"1"	3302767	3304134
"12826"	"1"	3304177	3304674
"12830"	"1"	3304680	3305318
"12834"	"1"	3305713	3306105
"12838"	"1"	3306121	3306549
"12842"	"1"	3306768	3307895
"12846"	"1"	3308089	3308487
"12850"	"1"	3308641	3310008
"12854"	"1"	3310098	3311165
"12858"	"1"	3311227	3312165
"12862"	"1"	3312600	3313070
"12866"	"1"	3313435	3313698
"12870"	"1"	3313754	3314026
"12874"	"1"	3314118	3316085
"12878"	"1"	3316091	3317023
"12882"	"1"	3317031	3317234
"12886"	"1"	3317417	3318346
"12890"	"1"	3318474	3319919
"12894"	"1"	3320349	3324149
"12898"	"1"	3324217	3325686
"12902"	"1"	3325676	3326269
"12906"	"1"	3326278	3326766
"12910"	"1"	3326766	3327869
"12914"	"1"	3327935	3328978
"12918"	"1"	3329283	3331223
"12922"	"1"	3331375	3332349
"12926"	"1"	3333327	3333797
"12930"	"1"	3333808	3335157
"12934"	"1"	3335266	3335508
"12938"	"1"	3335498	3336949
"12942"	"1"	3336961	3337842
"12946"	"1"	3338171	3339136
"12950"	"1"	3339162	3339458
"12954"	"1"	3339544	3340428
"12958"	"1"	3340512	3340691
"12962"	"1"	3340694	3341356
"12966"	"1"	3341755	3342912
"12970"	"1"	3342924	3346028
"12974"	"1"	3346281	3346502
"12978"	"1"	3347041	3347958
"12982"	"1"	3348026	3349207
"12986"	"1"	3349217	3350320
"12990"	"1"	3350328	3351086
"12994"	"1"	3351315	3351434
"12997"	"1"	3351317	3351432
"13000"	"1"	3351472	3351547
"13003"	"1"	3351475	3351547
"13006"	"1"	3351560	3351679
"13009"	"1"	3351562	3351677
"13012"	"1"	3351772	3354679
"13018"	"1"	3352286	3352393
"13021"	"1"	3354687	3354795
"13024"	"1"	3354863	3354938
"13027"	"1"	3354866	3354938
"13030"	"1"	3354981	3355057
"13033"	"1"	3354984	3355057
"13036"	"1"	3355126	3356667
"13039"	"1"	3355128	3356662
"13042"	"1"	3357141	3357695
"13046"	"1"	3357671	3357928
"13050"	"1"	3357925	3358743
"13054"	"1"	3358748	3359320
"13058"	"1"	3359325	3359867
"13062"	"1"	3359896	3360369
"13066"	"1"	3360341	3361465
"13070"	"1"	3361595	3362104
"13074"	"1"	3362119	3363066
"13078"	"1"	3363112	3364401
"13082"	"1"	3364423	3365799
"13086"	"1"	3365929	3366339
"13090"	"1"	3366336	3366554
"13094"	"1"	3366610	3367035
"13098"	"1"	3367046	3367414
"13102"	"1"	3367521	3367904
"13106"	"1"	3367945	3368934
"13110"	"1"	3368960	3369580
"13114"	"1"	3369614	3370003
"13118"	"1"	3370020	3370376
"13122"	"1"	3370523	3370639
"13126"	"1"	3370671	3372002
"13130"	"1"	3372010	3372444
"13134"	"1"	3372448	3372627
"13138"	"1"	3372631	3373134
"13142"	"1"	3373149	3373502
"13146"	"1"	3373512	3374045
"13150"	"1"	3374058	3374450
"13154"	"1"	3374484	3374789
"13158"	"1"	3374804	3375343
"13162"	"1"	3375358	3375672
"13166"	"1"	3375683	3376054
"13170"	"1"	3376219	3376473
"13174"	"1"	3376473	3376664
"13178"	"1"	3376664	3377074
"13182"	"1"	3377087	3377788
"13186"	"1"	3377806	3378138
"13190"	"1"	3378153	3378431
"13194"	"1"	3378448	3379269
"13198"	"1"	3379287	3379589
"13202"	"1"	3379586	3380191
"13206"	"1"	3380202	3380831
"13210"	"1"	3380864	3381175
"13214"	"1"	3381413	3381832
"13218"	"1"	3381834	3383303
"13222"	"1"	3383483	3384298
"13226"	"1"	3384282	3386234
"13230"	"1"	3386244	3387725
"13234"	"1"	3387722	3388918
"13238"	"1"	3388928	3389365
"13242"	"1"	3389373	3389882
"13246"	"1"	3389879	3390256
"13250"	"1"	3390249	3390836
"13254"	"1"	3390829	3391812
"13258"	"1"	3391827	3392990
"13262"	"1"	3392987	3393448
"13266"	"1"	3393448	3394125
"13270"	"1"	3394154	3394630
"13274"	"1"	3394702	3394896
"13278"	"1"	3395065	3397758
"13282"	"1"	3398050	3399234
"13286"	"1"	3399305	3401419
"13290"	"1"	3401516	3401986
"13294"	"1"	3402083	3402457
"13298"	"1"	3402583	3402870
"13302"	"1"	3402878	3403237
"13306"	"1"	3403237	3403623
"13310"	"1"	3403623	3404345
"13314"	"1"	3404512	3405324
"13318"	"1"	3405545	3405763
"13322"	"1"	3405812	3406402
"13326"	"1"	3406707	3408512
"13330"	"1"	3408512	3409066
"13334"	"1"	3409194	3411107
